"","N","Accession","PG","Gene_Symbol","Protein_Name"
"1044",0,"IPI:IPI00939943.1",83,"TNXB","tenascin XB isoform 1 precursor"
"1045",0,"IPI:IPI00940453.1",83,"-","458 kDa protein"
"1046",0,"IPI:IPI00941630.1",83,"-","Putative uncharacterized protein ENSP00000401266 (Fragment)"
"1047",0,"IPI:IPI00941929.1",83,"TNXB","Tenascin XB"
"1048",0,"IPI:IPI00942544.1",83,"-","Putative uncharacterized protein ENSP00000391166 (Fragment)"
"1049",144,"IPI:IPI00010295.1",84,"CPN1","Carboxypeptidase N catalytic chain"
"1050",0,"IPI:IPI00641144.1",84,"CPN1","Carboxypeptidase N, polypeptide 1"
"1051",283,"RRRRRIPI:IPI00787434.1",85,"BANK1","Isoform 3 of B-cell scaffold protein with ankyrin repeats"
"1052",279,"IPI:IPI00010471.5",85,"LCP1","Plastin-2"
"1053",206,"IPI:IPI00646259.1",85,"LCP1","Lymphocyte cytosolic protein 1"
"1054",0,"IPI:IPI00909658.1",85,"LCP1","cDNA FLJ52759, highly similar to Plastin-2"
"1055",0,"RRRRRIPI:IPI00179337.5",85,"BANK1","Isoform 1 of B-cell scaffold protein with ankyrin repeats"
"1056",0,"RRRRRIPI:IPI00787141.1",85,"BANK1","Isoform 2 of B-cell scaffold protein with ankyrin repeats"
"1057",0,"RRRRRIPI:IPI00895834.1",85,"BANK1","Isoform 4 of B-cell scaffold protein with ankyrin repeats"
"1058",303,"IPI:IPI00220701.5",86,"COL6A3","Isoform 2 of Collagen alpha-3(VI) chain"
"1059",270,"IPI:IPI00022200.3",86,"COL6A3","Isoform 1 of Collagen alpha-3(VI) chain"
"1060",258,"IPI:IPI00072918.2",86,"COL6A3","322 kDa protein"
"1061",254,"IPI:IPI00072917.2",86,"COL6A3","COL6A3 protein"
"1062",228,"IPI:IPI00941465.1",86,"COL6A3","325 kDa protein"
"1063",131,"IPI:IPI00946286.1",86,"COL6A3","alpha 3 type VI collagen isoform 4 precursor"
"1064",0,"IPI:IPI00853061.1",86,"COL6A3","alpha 3 type VI collagen isoform 2 precursor"
"1065",0,"IPI:IPI00871621.2",86,"COL6A3","132 kDa protein"
"1066",0,"IPI:IPI00917583.1",86,"COL6A3","alpha 3 type VI collagen isoform 3 precursor"
"1067",210,"IPI:IPI00029260.2",87,"CD14","Monocyte differentiation antigen CD14"
"1068",374,"IPI:IPI00947496.1",89,"-","124 kDa protein"
"1069",154,"IPI:IPI00303963.1",89,"C2","Complement C2 (Fragment)"
"1070",135,"IPI:IPI00910028.1",89,"C2","cDNA FLJ54376, highly similar to Complement C2"
"1071",82,"IPI:IPI00645500.3",89,"C2","cDNA FLJ55526, highly similar to Complement C2"
"1072",0,"IPI:IPI00514968.3",89,"C2","C2 protein"
"1073",0,"IPI:IPI00643506.4",89,"C2","cDNA FLJ59728, highly similar to Complement C2"
"1074",0,"IPI:IPI00916995.1",89,"C2","Complement component 2"
"1075",0,"IPI:IPI00943098.2",89,"C2","cDNA FLJ38939 fis, clone NT2NE2015747, highly similar to COMPLEMENT C2"
"1076",0,"IPI:IPI00945726.1",89,"C2","Complement C2"
"1077",0,"IPI:IPI00945911.1",89,"C2","Complement component 2"
"1078",0,"IPI:IPI00946416.1",89,"C2","Complement component 2"
"1079",412,"IPI:IPI00217963.3",90,"KRT16","Keratin, type I cytoskeletal 16"
"1080",333,"IPI:IPI00009865.4",90,"KRT10","Keratin, type I cytoskeletal 10"
"1081",328,"IPI:IPI00450768.7",90,"KRT17","Keratin, type I cytoskeletal 17"
"1082",294,"IPI:IPI00384444.6",90,"KRT14","Keratin, type I cytoskeletal 14"
"1083",280,"IPI:IPI00019359.4",90,"KRT9","Keratin, type I cytoskeletal 9"
"1084",241,"IPI:IPI00009866.7",90,"KRT13","Isoform 1 of Keratin, type I cytoskeletal 13"
"1085",0,"IPI:IPI00004550.5",90,"KRT24","Keratin, type I cytoskeletal 24"
"1086",0,"IPI:IPI00008692.1",90,"KRT36","Isoform 1 of Keratin, type I cuticular Ha6"
"1087",0,"IPI:IPI00015309.1",90,"KRT12","Keratin, type I cytoskeletal 12"
"1088",0,"IPI:IPI00031423.1",90,"KRT33B","Keratin, type I cuticular Ha3-II"
"1089",0,"IPI:IPI00032513.3",90,"KRT31","Keratin, type I cuticular Ha1"
"1090",0,"IPI:IPI00171196.2",90,"KRT13","Isoform 3 of Keratin, type I cytoskeletal 13"
"1091",0,"IPI:IPI00180956.6",90,"-","Putative uncharacterized protein KRT17P1"
"1092",0,"IPI:IPI00240503.7",90,"-","48 kDa protein"
"1093",0,"IPI:IPI00290077.2",90,"KRT15","Keratin, type I cytoskeletal 15"
"1094",0,"IPI:IPI00291540.3",90,"KRT32","Keratin, type I cuticular Ha2"
"1095",0,"IPI:IPI00297641.2",90,"KRT38","Keratin, type I cuticular Ha8"
"1096",0,"IPI:IPI00328103.3",90,"KRT27","Keratin, type I cytoskeletal 27"
"1097",0,"IPI:IPI00329240.3",90,"KRT37","Keratin, type I cuticular Ha7"
"1098",0,"IPI:IPI00375910.2",90,"KRT26","Keratin, type I cytoskeletal 26"
"1099",0,"IPI:IPI00375911.2",90,"KRT25","Keratin, type I cytoskeletal 25"
"1100",0,"IPI:IPI00418663.3",90,"KRT28","Keratin 25D"
"1101",0,"IPI:IPI00479145.2",90,"KRT19","Keratin, type I cytoskeletal 19"
"1102",0,"IPI:IPI00550661.3",90,"KRT13","Isoform 2 of Keratin, type I cytoskeletal 13"
"1103",0,"IPI:IPI00554788.5",90,"KRT18","Keratin, type I cytoskeletal 18"
"1104",0,"IPI:IPI00745035.2",90,"-","Putative uncharacterized protein ENSP00000339838"
"1105",0,"IPI:IPI00789324.3",90,"JUP","cDNA FLJ60424, highly similar to Junction plakoglobin"
"1106",0,"IPI:IPI00789536.1",90,"KRT16","cDNA FLJ56791, highly similar to Keratin, type I cytoskeletal 16"
"1107",0,"IPI:IPI00789750.1",90,"KRT14","27 kDa protein"
"1108",0,"IPI:IPI00789893.1",90,"-","Pseudogene candidate"
"1109",0,"IPI:IPI00790172.4",90,"KRT35","Keratin, type I cuticular Ha5"
"1110",0,"IPI:IPI00790298.1",90,"-","20 kDa protein"
"1111",0,"IPI:IPI00791156.1",90,"KRT13","31 kDa protein"
"1112",0,"IPI:IPI00791342.1",90,"-","13 kDa protein"
"1113",0,"IPI:IPI00791576.2",90,"KRT25","Putative uncharacterized protein KRT25"
"1114",0,"IPI:IPI00791852.1",90,"KRT13","42 kDa protein"
"1115",0,"IPI:IPI00792454.1",90,"KRT13","30 kDa protein"
"1116",0,"IPI:IPI00792629.1",90,"-","18 kDa protein"
"1117",0,"IPI:IPI00793191.1",90,"-","14 kDa protein"
"1118",0,"IPI:IPI00793646.1",90,"-","cDNA FLJ61294, highly similar to Keratin, type I cytoskeletal 17"
"1119",0,"IPI:IPI00794047.1",90,"KRT17;KRT13","cDNA FLJ56708, highly similar to Keratin, type I cytoskeletal 17"
"1120",0,"IPI:IPI00794267.1",90,"KRT18","18 kDa protein"
"1121",0,"IPI:IPI00794644.1",90,"KRT19","Putative uncharacterized protein KRT19"
"1122",0,"IPI:IPI00795719.1",90,"-","cDNA FLJ53570, highly similar to Keratin, type I cytoskeletal 16"
"1123",0,"IPI:IPI00795958.1",90,"KRT36","Isoform 2 of Keratin, type I cuticular Ha6"
"1124",0,"IPI:IPI00796364.1",90,"KRT31","51 kDa protein"
"1125",0,"IPI:IPI00796480.1",90,"-","16 kDa protein"
"1126",0,"IPI:IPI00796843.1",90,"-","20 kDa protein"
"1127",0,"IPI:IPI00797594.1",90,"KRT35","18 kDa protein"
"1128",0,"IPI:IPI00798387.1",90,"-","Putative uncharacterized protein ENSP00000319235"
"1129",0,"IPI:IPI00872422.1",90,"KRT33B","46 kDa protein"
"1130",0,"IPI:IPI00873598.2",90,"KRT15","49 kDa protein"
"1131",0,"IPI:IPI00873994.1",90,"KRT15","Putative uncharacterized protein KRT15 (Fragment)"
"1132",0,"IPI:IPI00879511.1",90,"-","25 kDa protein"
"1133",0,"IPI:IPI00879658.1",90,"-","24 kDa protein"
"1134",0,"IPI:IPI00908905.1",90,"-","cDNA FLJ58872, highly similar to Keratin, type I cytoskeletal 15"
"1135",0,"IPI:IPI00917866.1",90,"KRT35","Putative uncharacterized protein KRT35"
"1136",0,"IPI:IPI00929669.1",90,"MGC102966","Similar to Keratin, type I cytoskeletal 16"
"1137",0,"IPI:IPI00941554.1",90,"-","Putative uncharacterized protein ENSP00000396184"
"1138",0,"IPI:IPI00942338.1",90,"-","Putative uncharacterized protein ENSP00000391831"
"1139",0,"IPI:IPI00942478.1",90,"-","Putative uncharacterized protein ENSP00000405787 (Fragment)"
"1140",0,"IPI:IPI00952922.1",90,"KRT13","Putative uncharacterized protein KRT13"
"1141",0,"RRRRRIPI:IPI00027180.1",90,"ZMPSTE24","CAAX prenyl protease 1 homolog"
"1142",150,"IPI:IPI00479116.1",91,"CPN2","Carboxypeptidase N subunit 2"
"1143",308,"IPI:IPI00029193.1",92,"HGFAC","Hepatocyte growth factor activator"
"1144",238,"IPI:IPI00020019.1",93,"ADIPOQ","Adiponectin"
"1145",235,"IPI:IPI00946206.1",94,"BCHE","Putative uncharacterized protein BCHE"
"1146",179,"IPI:IPI00025864.5",94,"BCHE","Cholinesterase precursor"
"1147",0,"IPI:IPI00797309.1",94,"BCHE","Butyrylcholinesterase, isoform CRA_a"
"1148",0,"IPI:IPI00945517.1",94,"BCHE","Putative uncharacterized protein BCHE"
"1149",0,"IPI:IPI00946310.1",94,"BCHE","Putative uncharacterized protein BCHE"
"1150",95,"IPI:IPI00394992.1",95,"PGLYRP2","Isoform 2 of N-acetylmuramoyl-L-alanine amidase"
"1151",84,"IPI:IPI00163207.1",95,"PGLYRP2","Isoform 1 of N-acetylmuramoyl-L-alanine amidase"
"1152",141,"IPI:IPI00884926.1",96,"ORM1","orosomucoid 1 precursor"
"1153",68,"IPI:IPI00022429.3",96,"ORM1","Alpha-1-acid glycoprotein 1"
"1154",326,"IPI:IPI00943326.1",97,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein variant"
"1155",307,"IPI:IPI00024284.5",97,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein"
"1156",413,"RRRRRIPI:IPI00794069.1",98,"RB1CC1","Rb1-inducible coiled coil protein 1 isoform 2"
"1157",108,"IPI:IPI00294004.1",98,"PROS1","Vitamin K-dependent protein S"
"1158",0,"IPI:IPI00030099.2",98,"ADCY9","Adenylate cyclase type 9"
"1159",0,"IPI:IPI00070809.2",98,"CDC2L2","Isoform SV1 of PITSLRE serine/threonine-protein kinase CDC2L2"
"1160",0,"IPI:IPI00071185.1",98,"CDC2L1","Isoform SV1 of PITSLRE serine/threonine-protein kinase CDC2L1"
"1161",0,"IPI:IPI00071189.4",98,"CDC2L2","92 kDa protein"
"1162",0,"IPI:IPI00099746.4",98,"CDC2L2","Isoform SV6 of PITSLRE serine/threonine-protein kinase CDC2L2"
"1163",0,"IPI:IPI00215999.1",98,"CDC2L1","Isoform SV9 of PITSLRE serine/threonine-protein kinase CDC2L1"
"1164",0,"IPI:IPI00219508.2",98,"CDC2L2","Isoform SV2 of PITSLRE serine/threonine-protein kinase CDC2L2"
"1165",0,"IPI:IPI00334381.2",98,"CDC2L2","Isoform SV3 of PITSLRE serine/threonine-protein kinase CDC2L2"
"1166",0,"IPI:IPI00376979.1",98,"CDC2L1;CDC2L2","Isoform 2 of PITSLRE serine/threonine-protein kinase CDC2L1"
"1167",0,"IPI:IPI00376983.1",98,"CDC2L1","Isoform 8 of PITSLRE serine/threonine-protein kinase CDC2L1"
"1168",0,"IPI:IPI00641338.1",98,"CDC2L1;CDC2L2","cell division cycle 2-like 2 isoform 4"
"1169",0,"IPI:IPI00642438.1",98,"CDC2L2","cell division cycle 2-like 2 isoform 1"
"1170",0,"IPI:IPI00783392.2",98,"RB1CC1","RB1-inducible coiled-coil protein 1"
"1171",0,"IPI:IPI00794069.1",98,"RB1CC1","Rb1-inducible coiled coil protein 1 isoform 2"
"1172",0,"IPI:IPI00795619.1",98,"PROS1","PROS1 protein"
"1173",0,"IPI:IPI00816795.1",98,"CDC2L2","91 kDa protein"
"1174",0,"IPI:IPI00878131.1",98,"PROS1","cDNA FLJ56936, highly similar to Vitamin K-dependent protein S"
"1175",0,"IPI:IPI00887666.1",98,"LOC100133692","similar to cell division cycle 2-like 1"
"1176",0,"IPI:IPI00911073.1",98,"-","cDNA FLJ55257, moderately similar to PITSLRE serine/threonine-protein kinaseCDC2L2"
"1177",0,"IPI:IPI00937005.1",98,"LOC100294398","similar to PITSLRE protein kinase beta SV2"
"1178",0,"IPI:IPI00937307.2",98,"CDC2L2","91 kDa protein"
"1179",0,"IPI:IPI00942449.1",98,"CDC2L2","91 kDa protein"
"1180",0,"IPI:IPI00953966.1",98,"CDC2L2;CDC2L1","Cell division cycle 2-like 2"
"1181",0,"RRRRRIPI:IPI00001159.10",98,"GCN1L1","Translational activator GCN1"
"1182",0,"RRRRRIPI:IPI00152679.5",98,"CCDC57","cDNA FLJ23754 fis, clone HEP17288"
"1183",0,"RRRRRIPI:IPI00554498.3",98,"LDHC","L-lactate dehydrogenase C chain"
"1184",0,"RRRRRIPI:IPI00783392.2",98,"RB1CC1","RB1-inducible coiled-coil protein 1"
"1185",0,"RRRRRIPI:IPI00784418.2",98,"CCDC57","30 kDa protein"
"1186",0,"RRRRRIPI:IPI00795454.1",98,"CCDC57","Protein"
"1187",300,"IPI:IPI00829636.1",99,"IGHD","FLJ00382 protein (Fragment)"
"1188",261,"IPI:IPI00953078.1",99,"IGHD","Putative uncharacterized protein IGHD"
"1189",0,"IPI:IPI00163446.4",99,"IGHD","Isoform 2 of Ig delta chain C region"
"1190",258,"IPI:IPI00032311.4",100,"LBP","Lipopolysaccharide-binding protein"
"1191",116,"IPI:IPI00019576.1",101,"F10","Coagulation factor X"
"1192",0,"IPI:IPI00552633.2",101,"F10","Coagulation factor X"
"1193",0,"IPI:IPI00916794.1",101,"F10","Putative uncharacterized protein F10"
"1194",205,"IPI:IPI00297550.8",102,"F13A1","Coagulation factor XIII A chain"
"1195",150,"IPI:IPI00855773.1",102,"F13A1","Coagulation factor XIII, A1 polypeptide"
"1196",0,"IPI:IPI00642188.2",102,"F13A1","cDNA FLJ53487, highly similar to Coagulation factor XIII A chain"
"1197",0,"IPI:IPI00855854.2",102,"F13A1","Coagulation factor XIII, A1 polypeptide"
"1198",216,"IPI:IPI00022394.2",103,"C1QC","Complement C1q subcomponent subunit C"
"1199",335,"IPI:IPI00889740.1",104,"FBLN1","Fibulin 1"
"1200",224,"IPI:IPI00296534.2",104,"FBLN1","Isoform D of Fibulin-1"
"1201",128,"IPI:IPI00218803.3",104,"FBLN1","Isoform B of Fibulin-1"
"1202",0,"IPI:IPI00296537.4",104,"FBLN1","Isoform C of Fibulin-1"
"1203",0,"IPI:IPI00333852.2",104,"FBLN1","Isoform A of Fibulin-1"
"1204",0,"IPI:IPI00413623.3",104,"FBLN1","fibulin 1 isoform B precursor"
"1205",0,"IPI:IPI00646328.3",104,"FRMPD1","FERM and PDZ domain-containing protein 1"
"1206",0,"IPI:IPI00889714.1",104,"FBLN1","Fibulin 1"
"1207",0,"IPI:IPI00893588.1",104,"FBLN1","Putative uncharacterized protein FBLN1"
"1208",317,"IPI:IPI00009028.1",105,"CLEC3B","Tetranectin"
"1209",292,"IPI:IPI00792115.1",105,"CLEC3B","Putative uncharacterized protein DKFZp686H17246"
"1210",0,"IPI:IPI00791350.1",105,"CLEC3B","11 kDa protein"
"1211",184,"IPI:IPI00027235.1",106,"ATRN","Isoform 1 of Attractin"
"1212",155,"IPI:IPI00940485.1",106,"ATRN","Putative uncharacterized protein ATRN"
"1213",111,"IPI:IPI00939169.1",106,"ATRN","Isoform 3 of Attractin"
"1214",78,"IPI:IPI00218460.7",106,"ATRN","Putative uncharacterized protein ATRN"
"1215",69,"IPI:IPI00162735.3",106,"ATRN","Isoform 2 of Attractin"
"1216",289,"IPI:IPI00016334.2",107,"MCAM","Isoform 1 of Cell surface glycoprotein MUC18"
"1217",130,"IPI:IPI00445227.1",107,"MCAM","Isoform 2 of Cell surface glycoprotein MUC18"
"1218",385,"IPI:IPI00221224.6",108,"ANPEP","Aminopeptidase N"
"1219",288,"IPI:IPI00930066.1",109,"LOC653269;POTEK;LOC727848","kappa-actin"
"1220",189,"IPI:IPI00922693.1",109,"-","cDNA FLJ53662, highly similar to Actin, alpha skeletal muscle"
"1221",176,"IPI:IPI00894365.2",109,"ACTB;ACTG1","cDNA FLJ52842, highly similar to Actin, cytoplasmic 1"
"1222",170,"IPI:IPI00894498.1",109,"ACTB","Beta actin variant (Fragment)"
"1223",168,"IPI:IPI00930226.1",109,"ACTG1","cDNA FLJ57283, highly similar to Actin, cytoplasmic 2"
"1224",146,"IPI:IPI00930343.1",109,"ACTC1","cDNA FLJ78096, highly similar to Homo sapiens actin, alpha, cardiac muscle (ACTC), mRNA"
"1225",89,"IPI:IPI00021428.1",109,"ACTA1","Actin, alpha skeletal muscle"
"1226",0,"IPI:IPI00003269.1",109,"ACTBL2","Beta-actin-like protein 2"
"1227",0,"IPI:IPI00008603.1",109,"ACTA2","Actin, aortic smooth muscle"
"1228",0,"IPI:IPI00021439.1",109,"ACTB","Actin, cytoplasmic 1"
"1229",0,"IPI:IPI00021440.1",109,"ACTG1","Actin, cytoplasmic 2"
"1230",0,"IPI:IPI00023006.1",109,"ACTC1","Actin, alpha cardiac muscle 1"
"1231",0,"IPI:IPI00025416.3",109,"ACTG2","Actin, gamma-enteric smooth muscle"
"1232",0,"IPI:IPI00414057.3",109,"ACTA1","Actin alpha 1 skeletal muscle protein"
"1233",0,"IPI:IPI00479743.3",109,"POTEE","Isoform 1 of POTE ankyrin domain family member E"
"1234",0,"IPI:IPI00514530.5",109,"ACTA1","Putative uncharacterized protein ACTA1"
"1235",0,"IPI:IPI00645534.1",109,"ACTA2","Actin, alpha 2, smooth muscle, aorta"
"1236",0,"IPI:IPI00738655.2",109,"LOC653781","similar to protein expressed in prostate, ovary, testis, and placenta 2"
"1237",0,"IPI:IPI00739539.6",109,"POTEF","POTE ankyrin domain family member F"
"1238",0,"IPI:IPI00740545.1",109,"LOC653269;POTEK;LOC727848","similar to protein expressed in prostate, ovary, testis, and placenta 2 isoform 2"
"1239",0,"IPI:IPI00790339.1",109,"ACTG1","22 kDa protein"
"1240",0,"IPI:IPI00796881.1",109,"ACTG1","16 kDa protein"
"1241",0,"IPI:IPI00878173.1",109,"ACTA1","cDNA FLJ39583 fis, clone SKMUS2004897, highly similar to ACTIN, ALPHA SKELETAL MUSCLE"
"1242",0,"IPI:IPI00887316.2",109,"LOC653269;POTEK;LOC727848","actin, beta-like 3"
"1243",0,"IPI:IPI00888712.2",109,"LOC653269;POTEK;LOC727848","actin, beta-like 3"
"1244",0,"IPI:IPI00893501.1",109,"P704P","Similar to Kappa-actin"
"1245",0,"IPI:IPI00893604.1",109,"ACTB","Putative uncharacterized protein ACTB"
"1246",0,"IPI:IPI00893981.1",109,"ACTB","Putative uncharacterized protein ACTB"
"1247",0,"IPI:IPI00894523.1",109,"ACTB","Putative uncharacterized protein ACTB"
"1248",0,"IPI:IPI00916212.1",109,"ACTG2","cDNA FLJ51195, highly similar to Actin, gamma-enteric smooth muscle"
"1249",0,"IPI:IPI00917282.1",109,"ACTG2","Putative uncharacterized protein ACTG2"
"1250",0,"IPI:IPI00917457.1",109,"ACTG2","Putative uncharacterized protein ACTG2"
"1251",0,"IPI:IPI00917545.1",109,"ACTG2","Putative uncharacterized protein ACTG2"
"1252",0,"IPI:IPI00917820.1",109,"ACTG2","Putative uncharacterized protein ACTG2"
"1253",0,"IPI:IPI00921887.1",109,"-","cDNA FLJ52755, highly similar to Actin, aortic smooth muscle"
"1254",0,"IPI:IPI00935352.1",109,"LOC653269;POTEK;LOC727848","similar to protein expressed in prostate, ovary, testis, and placenta 2"
"1255",0,"IPI:IPI00942659.1",109,"ACTB","Putative uncharacterized protein ACTB"
"1256",144,"IPI:IPI00419744.4",110,"FCN3","Isoform 2 of Ficolin-3"
"1257",135,"IPI:IPI00293925.2",110,"FCN3","Isoform 1 of Ficolin-3"
"1258",309,"IPI:IPI00888216.2",111,"FAT3","FAT tumor suppressor homolog 3"
"1259",246,"IPI:IPI00025204.1",111,"CD5L","CD5 antigen-like"
"1260",0,"IPI:IPI00026975.2",111,"CD163L1","cDNA FLJ54442, highly similar to Scavenger receptor cysteine-rich type 1 protein M160"
"1261",0,"IPI:IPI00027239.1",111,"TNFSF12-TNFSF13;TNFSF12;TNFSF13","Isoform Alpha of Tumor necrosis factor ligand superfamily member 13"
"1262",0,"IPI:IPI00218017.2",111,"TNFSF13;TNFSF12-TNFSF13;TNFSF12","TNFSF12-TNFSF13 protein"
"1263",0,"IPI:IPI00218935.1",111,"TNFSF13","Isoform Beta of Tumor necrosis factor ligand superfamily member 13"
"1264",0,"IPI:IPI00218937.1",111,"TNFSF13","Isoform Gamma of Tumor necrosis factor ligand superfamily member 13"
"1265",0,"IPI:IPI00657946.2",111,"CD163L1","Putative uncharacterized protein CD163L1"
"1266",0,"IPI:IPI00658056.3",111,"CD163L1","Isoform 2 of Scavenger receptor cysteine-rich type 1 protein M160"
"1267",0,"IPI:IPI00789972.1",111,"TNFSF13","Putative uncharacterized protein TNFSF13"
"1268",0,"IPI:IPI00796683.1",111,"TNFSF13","Putative uncharacterized protein TNFSF13"
"1269",0,"IPI:IPI00847978.2",111,"FAT3","Isoform 1 of Protocadherin Fat 3"
"1270",0,"IPI:IPI00942499.1",111,"CD163L1","Isoform 1 of Scavenger receptor cysteine-rich type 1 protein M160"
"1271",0,"IPI:IPI00947461.1",111,"TNFSF12-TNFSF13;TNFSF12","HCG2045906, isoform CRA_c"
"1272",175,"IPI:IPI00026199.2",112,"GPX3","Glutathione peroxidase 3"
"1273",0,"IPI:IPI00026802.1",112,"GPX5","Epididymal secretory glutathione peroxidase"
"1274",0,"IPI:IPI00335668.2",112,"GPX6","Glutathione peroxidase 6"
"1275",222,"IPI:IPI00796435.1",114,"CA1","22 kDa protein"
"1276",198,"IPI:IPI00215983.3",114,"CA1","Carbonic anhydrase 1"
"1277",0,"IPI:IPI00788926.1",114,"CA1","16 kDa protein"
"1278",0,"IPI:IPI00798267.1",114,"CA1","14 kDa protein"
"1279",223,"IPI:IPI00004373.1",115,"MBL2","Mannose-binding protein C"
"1280",0,"IPI:IPI00903279.1",115,"-","Putative uncharacterized protein ENSP00000385074"
"1281",292,"IPI:IPI00021856.3",116,"APOC2","Apolipoprotein C-II"
"1282",269,"IPI:IPI00925540.1",117,"MST1","macrophage stimulating 1"
"1283",260,"IPI:IPI00953627.1",117,"MST1","Hepatocyte growth factor-like protein homolog"
"1284",254,"IPI:IPI00902670.1",117,"MSTP9","Isoform 1 of Putative macrophage-stimulating protein MSTP9"
"1285",105,"IPI:IPI00292218.7",117,"MST1","Hepatocyte growth factor-like protein"
"1286",0,"IPI:IPI00384647.2",117,"MST1","12 kDa protein"
"1287",0,"IPI:IPI00718805.2",117,"MSTP9","Isoform 2 of Putative macrophage-stimulating protein MSTP9"
"1288",0,"IPI:IPI00847702.4",117,"MST1","14 kDa protein"
"1289",0,"IPI:IPI00873854.1",117,"MSTP9","64 kDa protein"
"1290",0,"IPI:IPI00922041.1",117,"-","cDNA FLJ60766, highly similar to Hepatocyte growth factor-like protein"
"1291",0,"IPI:IPI00922577.1",117,"-","cDNA FLJ53768, highly similar to Hepatocyte growth factor-like protein"
"1292",0,"IPI:IPI00925679.1",117,"MST1","Putative uncharacterized protein MST1"
"1293",0,"IPI:IPI00925822.1",117,"MST1","Putative uncharacterized protein MST1"
"1294",0,"IPI:IPI00925898.1",117,"MST1","Putative uncharacterized protein MST1"
"1295",0,"IPI:IPI00952894.1",117,"MST1","MST1 protein"
"1296",193,"IPI:IPI00927683.1",118,"BTD","cDNA FLJ51892, highly similar to Biotinidase"
"1297",168,"IPI:IPI00218413.2",118,"BTD","Biotinidase"
"1298",160,"IPI:IPI00744685.3",118,"BTD","Putative uncharacterized protein BTD"
"1299",0,"IPI:IPI00926737.1",118,"BTD","Putative uncharacterized protein BTD"
"1300",134,"IPI:IPI00011261.2",119,"C8G","Complement component C8 gamma chain"
"1301",73,"IPI:IPI00513935.1",119,"C8G","Complement component 8, gamma polypeptide"
"1302",338,"IPI:IPI00444386.5",123,"IGFBP3","cDNA FLJ45630 fis, clone CHONS2001287, moderately similar to INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN 3"
"1303",322,"IPI:IPI00902471.1",123,"-","cDNA FLJ35128 fis, clone PLACE6008768, moderately similar to Insulin-like growth factor-binding protein 3"
"1304",169,"IPI:IPI00925358.1",123,"IGFBP3","cDNA FLJ53634, highly similar to Insulin-like growth factor-binding protein 3"
"1305",160,"IPI:IPI00556155.2",123,"IGFBP3","insulin-like growth factor binding protein 3 isoform a precursor"
"1306",137,"IPI:IPI00855835.1",123,"-","Insulin-like growth factor binding protein 3 isoform b"
"1307",129,"IPI:IPI00903293.2",123,"IGFBP3","cDNA FLJ52568, highly similar to Insulin-like growth factor-binding protein 3"
"1308",125,"IPI:IPI00018305.4",123,"IGFBP3","Insulin-like growth factor-binding protein 3"
"1309",0,"IPI:IPI00924814.1",123,"IGFBP3","cDNA FLJ34426 fis, clone HHDPC2008474, moderately similar to Insulin-like growth factor-binding protein 3"
"1310",0,"IPI:IPI00925766.1",123,"IGFBP3","Putative uncharacterized protein IGFBP3"
"1311",0,"IPI:IPI00926261.1",123,"IGFBP3","Putative uncharacterized protein IGFBP3"
"1312",283,"IPI:IPI00395488.2",125,"VASN","Vasorin"
"1313",290,"IPI:IPI00940493.1",126,"-","cDNA FLJ51179, highly similar to Vitamin K-dependent protein C"
"1314",254,"IPI:IPI00911093.1",126,"PROC","cDNA FLJ51034, highly similar to Vitamin K-dependent protein C"
"1315",209,"IPI:IPI00908685.1",126,"PROC","cDNA FLJ51925, highly similar to Vitamin K-dependent protein C"
"1316",0,"IPI:IPI00021817.1",126,"PROC","Vitamin K-dependent protein C"
"1317",0,"IPI:IPI00877104.1",126,"PROC","Protein C (Fragment)"
"1318",0,"IPI:IPI00902485.3",126,"PROC","Putative uncharacterized protein PROC"
"1319",279,"IPI:IPI00012792.1",127,"CDH5","Cadherin-5"
"1320",214,"IPI:IPI00910166.1",127,"-","cDNA FLJ51093, highly similar to Cadherin-5"
"1321",204,"IPI:IPI00607725.5",127,"CDH5","CDH5 protein"
"1322",445,"IPI:IPI00031789.1",128,"IL1RAP","Isoform 1 of Interleukin-1 receptor accessory protein"
"1323",217,"IPI:IPI00925621.1",128,"IL1RAP","Interleukin-1 receptor accessory protein transcript variant 3"
"1324",0,"IPI:IPI00107619.1",128,"IL1RAP","Isoform 2 of Interleukin-1 receptor accessory protein"
"1325",0,"IPI:IPI00337687.1",128,"IL1RAP","Isoform 3 of Interleukin-1 receptor accessory protein"
"1326",0,"IPI:IPI00792619.1",128,"IL1RAP","18 kDa protein"
"1327",0,"IPI:IPI00925851.1",128,"IL1RAP","Putative uncharacterized protein IL1RAP"
"1328",0,"IPI:IPI00926554.1",128,"IL1RAP","Putative uncharacterized protein IL1RAP"
"1329",0,"IPI:IPI00926779.1",128,"IL1RAP","Putative uncharacterized protein IL1RAP"
"1330",0,"IPI:IPI00927047.1",128,"IL1RAP","Putative uncharacterized protein IL1RAP"
"1331",343,"IPI:IPI00328550.3",129,"THBS4","Thrombospondin-4"
"1332",323,"IPI:IPI00643348.2",129,"COMP","cDNA FLJ60724, highly similar to Cartilage oligomeric matrix protein"
